id,text
data2.jpg,12345
data2.jpg, 
data4.jpg,NAME:
data4.jpg,RANJAN
data4.jpg,ROLE:
data4.jpg,CHIEF
data4.jpg,EXECUTIVE
data4.jpg,OFFICER
data4.jpg,Phone:
data4.jpg,+91
data4.jpg,8936220531
data4.jpg,Web:
data4.jpg,www.lotus.com
data4.jpg,Email:
data4.jpg,info@lotus.com
data4.jpg,Company:
data4.jpg,Lotus
data4.jpg,Address:
data4.jpg,Delhi
data4.jpg, 
Screenshot 2024-04-26 002840.jpg, 
Screenshot 2024-04-26 002840.jpg,  
Screenshot 2024-04-26 002840.jpg, 
Screenshot 2024-04-26 002840.jpg,BARBU
Screenshot 2024-04-26 002840.jpg,GRAPHICS
Screenshot 2024-04-26 002840.jpg,7
Screenshot 2024-04-26 002840.jpg,FAMILY
Screenshot 2024-04-26 002840.jpg,   
Screenshot 2024-04-26 002840.jpg, 
Screenshot 2024-04-26 002840.jpg, 
Screenshot 2024-04-26 002840.jpg, 
